
2025-02-21 08:57:47,524 No scheduler. Using constant LR = args.learning_rate
total_optimization_steps: 86400
2025-02-21 08:58:04,971 Epoch=1, batch=0, LR=0.000500, loss=87484.1328, mae=177.1193
2025-02-21 08:59:42,954 Epoch=1, batch=100, LR=0.000500, loss=34247.9453, mae=124.9937
2025-02-21 09:01:30,438 Epoch=1, batch=200, LR=0.000500, loss=33994.3203, mae=122.2151
2025-02-21 09:03:17,648 Epoch=1, batch=300, LR=0.000500, loss=33644.1797, mae=123.1840
2025-02-21 09:05:16,532 Epoch=1, batch=400, LR=0.000500, loss=33465.4375, mae=121.9381
2025-02-21 09:06:59,644 Epoch=1, batch=500, LR=0.000500, loss=33782.1914, mae=123.6442
2025-02-21 09:08:40,397 Epoch=1, batch=600, LR=0.000500, loss=33094.0977, mae=121.1620
2025-02-21 09:10:18,735 Epoch=1, batch=700, LR=0.000500, loss=33198.9609, mae=121.3163
2025-02-21 09:12:09,249 Epoch=1, batch=800, LR=0.000500, loss=33039.4805, mae=122.0622
2025-02-21 09:13:33,282 Epoch=1, batch=900, LR=0.000500, loss=33874.1953, mae=122.4645
2025-02-21 09:15:05,654 Epoch=1, batch=1000, LR=0.000500, loss=33202.8984, mae=120.9331
2025-02-21 09:16:38,441 Epoch=1, batch=1100, LR=0.000500, loss=32666.9922, mae=118.8347
2025-02-21 09:18:32,477 Epoch=1, batch=1200, LR=0.000500, loss=32409.4043, mae=118.1513
2025-02-21 09:20:17,261 Epoch=1, batch=1300, LR=0.000500, loss=32191.5449, mae=117.0702
2025-02-21 09:22:05,638 Epoch=1, batch=1400, LR=0.000500, loss=32792.0586, mae=119.2499
2025-02-21 09:23:39,088 Epoch=1, batch=1500, LR=0.000500, loss=32186.8301, mae=116.3247
2025-02-21 09:25:38,724 Epoch=1, batch=1600, LR=0.000500, loss=32043.4961, mae=118.0815
2025-02-21 09:27:21,398 Epoch=1, batch=1700, LR=0.000500, loss=33201.7031, mae=120.3746
2025-02-21 09:29:07,855 Epoch=1, batch=1800, LR=0.000500, loss=32526.2227, mae=117.7718
2025-02-21 09:30:52,690 Epoch=1, batch=1900, LR=0.000500, loss=31869.2324, mae=116.9783
2025-02-21 09:32:38,575 Epoch=1, batch=2000, LR=0.000500, loss=33228.7383, mae=119.6883
2025-02-21 09:34:06,842 Epoch=1, batch=2100, LR=0.000500, loss=33877.9141, mae=122.7754
2025-02-21 09:35:56,811 Epoch=1, batch=2200, LR=0.000500, loss=32483.7402, mae=119.0979
2025-02-21 09:37:35,692 Epoch=1, batch=2300, LR=0.000500, loss=32491.0625, mae=118.1559
2025-02-21 09:39:39,130 Epoch=1, batch=2400, LR=0.000500, loss=32727.6836, mae=119.5680
2025-02-21 09:41:13,541 Epoch=1, batch=2500, LR=0.000500, loss=32905.1250, mae=118.3901
2025-02-21 09:43:01,682 Epoch=1, batch=2600, LR=0.000500, loss=32696.3418, mae=119.6393
2025-02-21 09:44:50,261 Epoch=1, batch=2700, LR=0.000500, loss=32149.3652, mae=115.4642
2025-02-21 09:46:38,095 Epoch=1, batch=2800, LR=0.000500, loss=32915.8867, mae=118.6628
2025-02-21 11:06:34,536 001/30 | Time 7726.992s | LR 0.000500 | loss 33177.6211 | mae 120.3057 | val_loss 32746.0078 | val_mae 119.0731
2025-02-21 11:06:35,793 Epoch=2, batch=0, LR=0.000500, loss=32876.7500, mae=119.6074
2025-02-21 11:06:59,459 Epoch=2, batch=100, LR=0.000500, loss=33089.6484, mae=120.3985
2025-02-21 11:07:23,329 Epoch=2, batch=200, LR=0.000500, loss=31924.4727, mae=117.0719
2025-02-21 11:07:47,045 Epoch=2, batch=300, LR=0.000500, loss=32360.2188, mae=117.6673
2025-02-21 11:08:11,967 Epoch=2, batch=400, LR=0.000500, loss=33548.0703, mae=121.3073
2025-02-21 11:08:35,169 Epoch=2, batch=500, LR=0.000500, loss=32770.5820, mae=119.6462
2025-02-21 11:08:58,087 Epoch=2, batch=600, LR=0.000500, loss=32942.9492, mae=119.7378
2025-02-21 11:09:19,066 Epoch=2, batch=700, LR=0.000500, loss=32937.6953, mae=119.2642
2025-02-21 11:09:41,155 Epoch=2, batch=800, LR=0.000500, loss=32754.5430, mae=118.4108
