
2025-02-21 08:57:26,758 No scheduler. Using constant LR = args.learning_rate
total_optimization_steps: 86400
2025-02-21 08:57:43,185 Epoch=1, batch=0, LR=0.000500, loss=88957.0234, mae=178.3434
2025-02-21 08:59:40,266 Epoch=1, batch=100, LR=0.000500, loss=34311.9727, mae=125.2353
2025-02-21 09:01:31,614 Epoch=1, batch=200, LR=0.000500, loss=33767.5430, mae=121.3878
2025-02-21 09:03:19,010 Epoch=1, batch=300, LR=0.000500, loss=33600.0078, mae=122.6859
2025-02-21 09:05:16,922 Epoch=1, batch=400, LR=0.000500, loss=33377.6562, mae=121.5638
2025-02-21 09:07:00,982 Epoch=1, batch=500, LR=0.000500, loss=33751.1016, mae=123.5803
2025-02-21 09:08:39,884 Epoch=1, batch=600, LR=0.000500, loss=32652.3125, mae=119.7805
2025-02-21 09:10:18,886 Epoch=1, batch=700, LR=0.000500, loss=33122.9141, mae=121.1420
2025-02-21 09:12:09,452 Epoch=1, batch=800, LR=0.000500, loss=32962.3398, mae=121.4730
2025-02-21 09:13:33,230 Epoch=1, batch=900, LR=0.000500, loss=33732.6523, mae=121.9670
2025-02-21 09:15:05,655 Epoch=1, batch=1000, LR=0.000500, loss=33213.0391, mae=120.8005
2025-02-21 09:16:37,845 Epoch=1, batch=1100, LR=0.000500, loss=32608.9473, mae=118.5799
2025-02-21 09:18:33,203 Epoch=1, batch=1200, LR=0.000500, loss=32321.7852, mae=117.6567
2025-02-21 09:20:31,766 Epoch=1, batch=1300, LR=0.000500, loss=32082.6797, mae=116.5661
2025-02-21 09:22:31,382 Epoch=1, batch=1400, LR=0.000500, loss=32542.9922, mae=118.1755
2025-02-21 09:24:14,852 Epoch=1, batch=1500, LR=0.000500, loss=32097.0391, mae=115.8778
2025-02-21 09:26:25,253 Epoch=1, batch=1600, LR=0.000500, loss=31958.3203, mae=117.7208
2025-02-21 09:28:36,017 Epoch=1, batch=1700, LR=0.000500, loss=33082.6289, mae=119.7732
2025-02-21 09:30:35,121 Epoch=1, batch=1800, LR=0.000500, loss=32474.6191, mae=117.4323
2025-02-21 09:32:27,802 Epoch=1, batch=1900, LR=0.000500, loss=31795.4160, mae=116.3975
2025-02-21 09:34:30,270 Epoch=1, batch=2000, LR=0.000500, loss=33160.7070, mae=119.5407
2025-02-21 09:36:20,270 Epoch=1, batch=2100, LR=0.000500, loss=33753.1250, mae=122.2511
2025-02-21 09:38:29,662 Epoch=1, batch=2200, LR=0.000500, loss=32338.4863, mae=118.5840
2025-02-21 09:40:36,013 Epoch=1, batch=2300, LR=0.000500, loss=32385.0781, mae=117.8666
2025-02-21 09:42:23,424 Epoch=1, batch=2400, LR=0.000500, loss=32639.0391, mae=119.3639
2025-02-21 09:43:25,036 Epoch=1, batch=2500, LR=0.000500, loss=32827.8633, mae=118.0487
2025-02-21 09:44:22,512 Epoch=1, batch=2600, LR=0.000500, loss=32554.3730, mae=118.8508
2025-02-21 09:45:09,103 Epoch=1, batch=2700, LR=0.000500, loss=32129.5078, mae=115.7242
2025-02-21 09:46:32,087 Epoch=1, batch=2800, LR=0.000500, loss=32762.3027, mae=118.0578
2025-02-21 12:28:11,559 001/30 | Time 12644.728s | LR 0.000500 | loss 33097.4180 | mae 119.9386 | val_loss 32610.4492 | val_mae 118.5860
2025-02-21 12:28:13,821 Epoch=2, batch=0, LR=0.000500, loss=32676.9297, mae=118.9759
2025-02-21 12:28:58,294 Epoch=2, batch=100, LR=0.000500, loss=32981.1172, mae=119.7034
2025-02-21 12:29:44,443 Epoch=2, batch=200, LR=0.000500, loss=31879.2402, mae=116.9252
2025-02-21 12:30:29,663 Epoch=2, batch=300, LR=0.000500, loss=32324.4551, mae=117.4292
2025-02-21 12:31:15,312 Epoch=2, batch=400, LR=0.000500, loss=33478.0859, mae=120.8999
2025-02-21 12:31:56,845 Epoch=2, batch=500, LR=0.000500, loss=32737.3242, mae=119.5047
2025-02-21 12:32:43,810 Epoch=2, batch=600, LR=0.000500, loss=32792.3359, mae=119.0268
2025-02-21 12:33:27,080 Epoch=2, batch=700, LR=0.000500, loss=32841.4102, mae=118.7800
2025-02-21 12:34:15,268 Epoch=2, batch=800, LR=0.000500, loss=32630.3945, mae=118.1063
2025-02-21 12:35:02,539 Epoch=2, batch=900, LR=0.000500, loss=33003.0898, mae=120.5470
2025-02-21 12:35:45,549 Epoch=2, batch=1000, LR=0.000500, loss=32431.5566, mae=117.4026
2025-02-21 12:36:28,288 Epoch=2, batch=1100, LR=0.000500, loss=31356.2988, mae=114.1061
2025-02-21 12:37:16,591 Epoch=2, batch=1200, LR=0.000500, loss=32186.7637, mae=117.9928
2025-02-21 12:38:01,573 Epoch=2, batch=1300, LR=0.000500, loss=33299.8125, mae=121.1025
2025-02-21 12:38:48,006 Epoch=2, batch=1400, LR=0.000500, loss=32058.9570, mae=115.9068
