
2025-04-12 12:52:36,083 No scheduler. Using constant LR = args.learning_rate
batch 100, time:0.957, lr: 0.000500, loss: 479.5164, mean_absolute_error: 10.9344
batch 200, time:0.323, lr: 0.000500, loss: 371.5507, mean_absolute_error: 8.8904
batch 300, time:0.322, lr: 0.000500, loss: 484.9953, mean_absolute_error: 10.4286
batch 400, time:0.318, lr: 0.000500, loss: 426.0189, mean_absolute_error: 9.2464
batch 500, time:0.321, lr: 0.000500, loss: 297.5027, mean_absolute_error: 8.0723
batch 600, time:0.320, lr: 0.000500, loss: 296.1677, mean_absolute_error: 8.2950
batch 700, time:0.322, lr: 0.000500, loss: 276.2451, mean_absolute_error: 7.8382
batch 800, time:0.318, lr: 0.000500, loss: 210.4134, mean_absolute_error: 6.6715
batch 900, time:0.314, lr: 0.000500, loss: 287.8385, mean_absolute_error: 8.1254
batch 1000, time:0.322, lr: 0.000500, loss: 356.5521, mean_absolute_error: 8.2544
batch 1100, time:0.315, lr: 0.000500, loss: 256.8661, mean_absolute_error: 7.8290
batch 1200, time:0.315, lr: 0.000500, loss: 218.6885, mean_absolute_error: 6.7449
batch 1300, time:0.306, lr: 0.000500, loss: 226.4212, mean_absolute_error: 7.0935
batch 1400, time:0.316, lr: 0.000500, loss: 162.7632, mean_absolute_error: 6.0956
batch 1500, time:0.330, lr: 0.000500, loss: 215.6983, mean_absolute_error: 6.9850
batch 1600, time:0.318, lr: 0.000500, loss: 184.4695, mean_absolute_error: 6.4027
batch 1700, time:0.327, lr: 0.000500, loss: 282.8760, mean_absolute_error: 7.4477
batch 1800, time:0.309, lr: 0.000500, loss: 219.8610, mean_absolute_error: 6.4956
batch 1900, time:0.324, lr: 0.000500, loss: 196.1101, mean_absolute_error: 6.5361
batch 2000, time:0.320, lr: 0.000500, loss: 191.3796, mean_absolute_error: 6.5642
batch 2100, time:0.326, lr: 0.000500, loss: 212.8885, mean_absolute_error: 7.0411
batch 2200, time:0.310, lr: 0.000500, loss: 263.2028, mean_absolute_error: 7.5141
batch 2300, time:0.317, lr: 0.000500, loss: 197.2027, mean_absolute_error: 6.7148
batch 2400, time:0.326, lr: 0.000500, loss: 168.3457, mean_absolute_error: 5.7417
batch 2500, time:0.321, lr: 0.000500, loss: 182.6288, mean_absolute_error: 5.9757
batch 2600, time:0.308, lr: 0.000500, loss: 162.1320, mean_absolute_error: 6.0332
batch 2700, time:0.329, lr: 0.000500, loss: 157.0496, mean_absolute_error: 5.8514
batch 2800, time:0.314, lr: 0.000500, loss: 160.8070, mean_absolute_error: 6.2288
001/30:  time: 2877.898 lr: 0.000500 loss: 325.3862  mean_absolute_error: 7.7699,  val_loss: 181.2160,  val_mean_absolute_error: 6.2540
batch 100, time:0.173, lr: 0.000500, loss: 155.8454, mean_absolute_error: 5.7563
batch 200, time:0.186, lr: 0.000500, loss: 193.8078, mean_absolute_error: 6.0799
batch 300, time:0.177, lr: 0.000500, loss: 174.3219, mean_absolute_error: 5.9613
batch 400, time:0.179, lr: 0.000500, loss: 152.8006, mean_absolute_error: 5.9247
batch 500, time:0.182, lr: 0.000500, loss: 152.1275, mean_absolute_error: 5.6998
batch 600, time:0.173, lr: 0.000500, loss: 156.0385, mean_absolute_error: 5.8384
batch 700, time:0.187, lr: 0.000500, loss: 211.9496, mean_absolute_error: 7.4564
batch 800, time:0.190, lr: 0.000500, loss: 185.2782, mean_absolute_error: 5.9761
batch 900, time:0.166, lr: 0.000500, loss: 136.5506, mean_absolute_error: 5.6698
batch 1000, time:0.180, lr: 0.000500, loss: 174.3789, mean_absolute_error: 5.9023
batch 1100, time:0.178, lr: 0.000500, loss: 151.4811, mean_absolute_error: 5.8333
batch 1200, time:0.179, lr: 0.000500, loss: 134.1503, mean_absolute_error: 5.4287
batch 1300, time:0.180, lr: 0.000500, loss: 130.0036, mean_absolute_error: 5.1529
batch 1400, time:0.171, lr: 0.000500, loss: 153.4309, mean_absolute_error: 5.9553
batch 1500, time:0.178, lr: 0.000500, loss: 128.6494, mean_absolute_error: 5.4140
batch 1600, time:0.185, lr: 0.000500, loss: 162.5608, mean_absolute_error: 5.7110
batch 1700, time:0.184, lr: 0.000500, loss: 151.6807, mean_absolute_error: 5.4755
batch 1800, time:0.180, lr: 0.000500, loss: 159.5147, mean_absolute_error: 6.0395
batch 1900, time:0.188, lr: 0.000500, loss: 134.4707, mean_absolute_error: 5.3295
batch 2000, time:0.177, lr: 0.000500, loss: 129.2107, mean_absolute_error: 5.2430
batch 2100, time:0.186, lr: 0.000500, loss: 142.5276, mean_absolute_error: 5.7086
batch 2200, time:0.183, lr: 0.000500, loss: 169.8246, mean_absolute_error: 6.4645
batch 2300, time:0.184, lr: 0.000500, loss: 145.7668, mean_absolute_error: 5.3402
batch 2400, time:0.171, lr: 0.000500, loss: 130.6824, mean_absolute_error: 5.4712
batch 2500, time:0.150, lr: 0.000500, loss: 188.6844, mean_absolute_error: 5.9315
batch 2600, time:0.186, lr: 0.000500, loss: 129.7496, mean_absolute_error: 5.1278
batch 2700, time:0.175, lr: 0.000500, loss: 114.3334, mean_absolute_error: 5.1350
batch 2800, time:0.188, lr: 0.000500, loss: 137.0235, mean_absolute_error: 5.3956
002/30:  time: 1411.309 lr: 0.000500 loss: 151.4708  mean_absolute_error: 5.6706,  val_loss: 125.6119,  val_mean_absolute_error: 5.2046
batch 100, time:0.177, lr: 0.000500, loss: 143.8183, mean_absolute_error: 5.3792
batch 200, time:0.182, lr: 0.000500, loss: 125.4294, mean_absolute_error: 4.8678
batch 300, time:0.183, lr: 0.000500, loss: 115.4829, mean_absolute_error: 4.9352
batch 400, time:0.179, lr: 0.000500, loss: 105.4173, mean_absolute_error: 4.7581
batch 500, time:0.178, lr: 0.000500, loss: 172.7420, mean_absolute_error: 5.5938
batch 600, time:0.179, lr: 0.000500, loss: 99.2004, mean_absolute_error: 4.5440
batch 700, time:0.179, lr: 0.000500, loss: 88.5112, mean_absolute_error: 4.4140
batch 800, time:0.185, lr: 0.000500, loss: 100.9551, mean_absolute_error: 4.8153
batch 900, time:0.173, lr: 0.000500, loss: 117.2131, mean_absolute_error: 5.6441
batch 1000, time:0.167, lr: 0.000500, loss: 115.5296, mean_absolute_error: 4.8299
batch 1100, time:0.181, lr: 0.000500, loss: 123.0758, mean_absolute_error: 5.0018
batch 1200, time:0.177, lr: 0.000500, loss: 156.5748, mean_absolute_error: 5.6775
batch 1300, time:0.184, lr: 0.000500, loss: 101.1465, mean_absolute_error: 4.7066
batch 1400, time:0.182, lr: 0.000500, loss: 130.2704, mean_absolute_error: 5.0475
batch 1500, time:0.180, lr: 0.000500, loss: 117.5038, mean_absolute_error: 5.0791
batch 1600, time:0.186, lr: 0.000500, loss: 106.6733, mean_absolute_error: 4.8187
batch 1700, time:0.181, lr: 0.000500, loss: 134.4984, mean_absolute_error: 5.1888
batch 1800, time:0.179, lr: 0.000500, loss: 106.0086, mean_absolute_error: 4.6292
batch 1900, time:0.178, lr: 0.000500, loss: 132.3918, mean_absolute_error: 5.1977
batch 2000, time:0.186, lr: 0.000500, loss: 94.3159, mean_absolute_error: 4.4537
batch 2100, time:0.174, lr: 0.000500, loss: 104.4772, mean_absolute_error: 4.4591
batch 2200, time:0.182, lr: 0.000500, loss: 91.2586, mean_absolute_error: 4.3221
batch 2300, time:0.157, lr: 0.000500, loss: 106.6842, mean_absolute_error: 4.5787
batch 2400, time:0.183, lr: 0.000500, loss: 119.5321, mean_absolute_error: 4.8742
batch 2500, time:0.189, lr: 0.000500, loss: 113.9497, mean_absolute_error: 4.8488
batch 2600, time:0.145, lr: 0.000500, loss: 76.5979, mean_absolute_error: 4.0516
batch 2700, time:0.172, lr: 0.000500, loss: 128.7194, mean_absolute_error: 4.8925
batch 2800, time:0.109, lr: 0.000500, loss: 114.4010, mean_absolute_error: 4.9998
003/30:  time: 1424.557 lr: 0.000500 loss: 120.4445  mean_absolute_error: 4.9561,  val_loss: 118.9799,  val_mean_absolute_error: 5.1021
batch 100, time:0.180, lr: 0.000500, loss: 125.4495, mean_absolute_error: 5.0387
batch 200, time:0.176, lr: 0.000500, loss: 112.3777, mean_absolute_error: 4.7296
batch 300, time:0.177, lr: 0.000500, loss: 97.3174, mean_absolute_error: 4.4718
batch 400, time:0.137, lr: 0.000500, loss: 102.2979, mean_absolute_error: 4.7820
batch 500, time:0.179, lr: 0.000500, loss: 84.9143, mean_absolute_error: 4.3889
batch 600, time:0.182, lr: 0.000500, loss: 146.2444, mean_absolute_error: 5.2062
batch 700, time:0.177, lr: 0.000500, loss: 131.8035, mean_absolute_error: 5.0087
batch 800, time:0.174, lr: 0.000500, loss: 89.3194, mean_absolute_error: 4.2669
batch 900, time:0.172, lr: 0.000500, loss: 93.5945, mean_absolute_error: 4.3746
batch 1000, time:0.186, lr: 0.000500, loss: 95.0999, mean_absolute_error: 4.3957
batch 1100, time:0.186, lr: 0.000500, loss: 106.7568, mean_absolute_error: 4.6852
batch 1200, time:0.174, lr: 0.000500, loss: 97.0558, mean_absolute_error: 4.1706
batch 1300, time:0.177, lr: 0.000500, loss: 92.7658, mean_absolute_error: 4.3112
batch 1400, time:0.181, lr: 0.000500, loss: 139.0451, mean_absolute_error: 4.8251
batch 1500, time:0.176, lr: 0.000500, loss: 112.9219, mean_absolute_error: 4.6845
batch 1600, time:0.184, lr: 0.000500, loss: 113.0999, mean_absolute_error: 4.7644
batch 1700, time:0.170, lr: 0.000500, loss: 90.3581, mean_absolute_error: 4.2292
batch 1800, time:0.186, lr: 0.000500, loss: 97.1264, mean_absolute_error: 4.3233
batch 1900, time:0.173, lr: 0.000500, loss: 103.9372, mean_absolute_error: 4.5209
batch 2000, time:0.179, lr: 0.000500, loss: 95.1588, mean_absolute_error: 4.0412
batch 2100, time:0.175, lr: 0.000500, loss: 121.1145, mean_absolute_error: 4.8706
